,H3_cell,mean_price,median_price,total_paid,count,geometry
80,8519421bfffffff,179633.97912005967,155000.0,722667498,4023,"POLYGON ((-1.616872241302334 53.79363324761728, -1.723599902529843 53.74595940098855, -1.698721717224249 53.66171738121155, -1.567526897933987 53.62518673744879, -1.461029134144323 53.67280403653093, -1.485496269940627 53.7570083355008, -1.616872241302334 53.79363324761728))"
81,85194223fffffff,151437.6277665996,135000.0,225793503,1491,"POLYGON ((-1.234119369207733 53.29855187456028, -1.339896475635689 53.25083745565213, -1.315907852107032 53.16625751776341, -1.186544954507653 53.12943246553278, -1.080997679252693 53.17709224487653, -1.104583467622143 53.26163153043655, -1.234119369207733 53.29855187456028))"
82,85194227fffffff,256531.7666232073,224995.0,196759865,767,"POLYGON ((-1.080997679252693 53.17709224487653, -1.186544954507653 53.12943246553278, -1.162874307170192 53.04478096948352, -1.034057097197043 53.0078307123535, -0.9287402393301954 53.05543653710927, -0.9520101787170984 53.14004638969504, -1.080997679252693 53.17709224487653))"
83,8519422bfffffff,209681.96830601094,165000.0,191859001,915,"POLYGON ((-1.469807323774844 53.28753511620196, -1.575553591307556 53.23955756829474, -1.551161789070745 53.15493806844753, -1.421426883611966 53.11833549200201, -1.315907852107032 53.16625751776341, -1.339896475635689 53.25083745565213, -1.469807323774844 53.28753511620196))"
84,8519422ffffffff,173248.03147908582,150000.0,401762185,2319,"POLYGON ((-1.315907852107032 53.16625751776341, -1.421426883611966 53.11833549200201, -1.397355161010309 53.03364343744121, -1.268165475392686 52.99691378235406, -1.162874307170192 53.04478096948352, -1.186544954507653 53.12943246553278, -1.315907852107032 53.16625751776341))"
85,85194233fffffff,175914.10897435897,145000.0,164655606,936,"POLYGON ((-1.151987899524547 53.43052541597309, -1.258023886613464 53.38301909643032, -1.234119369207733 53.29855187456028, -1.104583467622143 53.26163153043655, -0.9987792955245636 53.30908340782691, -1.022279211259612 53.39350988513186, -1.151987899524547 53.43052541597309))"
86,85194237fffffff,184476.33716475096,142000.0,48148324,261,"POLYGON ((-0.9987792955245636 53.30908340782691, -1.104583467622143 53.26163153043655, -1.080997679252693 53.17709224487653, -0.9520101787170984 53.14004638969504, -0.8464383975364234 53.18744451644866, -0.8696217347000904 53.27194206436594, -0.9987792955245636 53.30908340782691))"
87,8519423bfffffff,181953.2256783587,150000.0,549862648,3022,"POLYGON ((-1.388110482730093 53.41981174043124, -1.494116803020415 53.37204199185134, -1.469807323774844 53.28753511620196, -1.339896475635689 53.25083745565213, -1.234119369207733 53.29855187456028, -1.258023886613464 53.38301909643032, -1.388110482730093 53.41981174043124))"
88,85194243fffffff,188548.4499178982,158000.0,114826006,609,"POLYGON ((-2.094167200645526 53.7705818641871, -2.200815499619694 53.72237529370746, -2.175114402751989 53.638061157568, -2.043176537234178 53.60198890133083, -1.936752643698223 53.65013716637689, -1.962042163619082 53.734415800082, -2.094167200645526 53.7705818641871))"
89,85194247fffffff,222595.22379032258,191500.0,110407231,496,"POLYGON ((-1.936752643698223 53.65013716637689, -2.043176537234178 53.60198890133083, -2.017807148770812 53.51759614649027, -1.886423309039022 53.48138799355314, -1.780224578034678 53.52947865621699, -1.805184485929516 53.61383488280752, -1.936752643698223 53.65013716637689))"
90,8519424bfffffff,193200.05614714423,150000.0,199575658,1033,"POLYGON ((-2.333309557716619 53.75830942928584, -2.439912289956829 53.70983567498507, -2.413799416875221 53.62548715235881, -2.281495528878627 53.58964657677642, -2.175114402751989 53.638061157568, -2.200815499619694 53.72237529370746, -2.333309557716619 53.75830942928584))"
91,8519424ffffffff,153115.6081827309,125000.0,610012583,3984,"POLYGON ((-2.175114402751989 53.638061157568, -2.281495528878627 53.58964657677642, -2.255716433738431 53.50521840455627, -2.123965868733995 53.46924003835311, -2.017807148770812 53.51759614649027, -2.043176537234178 53.60198890133083, -2.175114402751989 53.638061157568))"
92,85194253fffffff,172407.41870503596,145000.0,119823156,695,"POLYGON ((-2.012872930638232 53.90277945716153, -2.119789290288151 53.85478138879576, -2.094167200645526 53.7705818641871, -1.962042163619082 53.734415800082, -1.855352225570041 53.78235572852714, -1.880560860184424 53.86651966712498, -2.012872930638232 53.90277945716153))"
93,85194257fffffff,166534.85237834882,139000.0,609184490,3658,"POLYGON ((-1.855352225570041 53.78235572852714, -1.962042163619082 53.734415800082, -1.936752643698223 53.65013716637689, -1.805184485929516 53.61383488280752, -1.698721717224249 53.66171738121155, -1.723599902529843 53.74595940098855, -1.855352225570041 53.78235572852714))"
94,8519425bfffffff,118064.62768319763,87000.0,159505312,1351,"POLYGON ((-2.252473404496947 53.89080900692645, -2.359345317825497 53.84254342327844, -2.333309557716619 53.75830942928584, -2.200815499619694 53.72237529370746, -2.094167200645526 53.7705818641871, -2.119789290288151 53.85478138879576, -2.252473404496947 53.89080900692645))"
95,85194263fffffff,252730.42253521126,210000.0,53831580,213,"POLYGON ((-1.861382693089567 53.39691814052114, -1.967318240662259 53.34861980880893, -1.942197921497767 53.26403691760483, -1.811547579660333 53.22778962668726, -1.705835937494286 53.2760308734958, -1.730550697757929 53.36057630718902, -1.861382693089567 53.39691814052114))"
96,85194267fffffff,353020.89743589744,285000.0,41303445,117,"POLYGON ((-1.705835937494286 53.2760308734958, -1.811547579660333 53.22778962668726, -1.786752295879779 53.14313166015826, -1.656648825419849 53.10675321980978, -1.551161789070745 53.15493806844753, -1.575553591307556 53.23955756829474, -1.705835937494286 53.2760308734958))"
97,8519426bfffffff,324827.2308467742,260000.0,322228613,992,"POLYGON ((-2.098517618694293 53.38473374425534, -2.204412035289376 53.33617029425413, -2.178885920929027 53.25155105071479, -2.04787113929919 53.21553141979761, -1.942197921497767 53.26403691760483, -1.967318240662259 53.34861980880893, -2.098517618694293 53.38473374425534))"
98,8519426ffffffff,262269.51470588235,222500.0,35668654,136,"POLYGON ((-1.942197921497767 53.26403691760483, -2.04787113929919 53.21553141979761, -2.022672112149568 53.1308360866181, -1.892203572790262 53.09468342978071, -1.786752295879779 53.14313166015826, -1.811547579660333 53.22778962668726, -1.942197921497767 53.26403691760483))"
100,85194277fffffff,338322.2786407767,300000.0,348471947,1030,"POLYGON ((-1.624577853007579 53.40861006575553, -1.730550697757929 53.36057630718902, -1.705835937494286 53.2760308734958, -1.575553591307556 53.23955756829474, -1.469807323774844 53.28753511620196, -1.494116803020415 53.37204199185134, -1.624577853007579 53.40861006575553))"
101,8519427bfffffff,209270.84709302324,171995.0,359945857,1720,"POLYGON ((-2.017807148770812 53.51759614649027, -2.123965868733995 53.46924003835311, -2.098517618694293 53.38473374425534, -1.967318240662259 53.34861980880893, -1.861382693089567 53.39691814052114, -1.886423309039022 53.48138799355314, -2.017807148770812 53.51759614649027))"
102,85194283fffffff,299011.90153846156,260000.0,97178868,325,"POLYGON ((-1.057862582533508 53.94569255661705, -1.164917334852817 53.89875883709617, -1.140947340432744 53.81470831051276, -1.01033476231119 53.77763131891621, -0.9035172978078874 53.82451046230461, -0.9270751296710633 53.90852098294656, -1.057862582533508 53.94569255661705))"
103,85194287fffffff,199291.15384615384,155875.0,77723550,390,"POLYGON ((-0.9035172978078874 53.82451046230461, -1.01033476231119 53.77763131891621, -0.9866887006465701 53.69350576294893, -0.8566351288907885 53.65630017382391, -0.7500555275465403 53.70312545760413, -0.7732916485705119 53.78721000138858, -0.9035172978078874 53.82451046230461))"
104,8519428bfffffff,292192.8510638298,265000.0,123597576,423,"POLYGON ((-1.296091295761962 53.93570502708874, -1.403117332978544 53.88850611358311, -1.378734788898298 53.80441667873625, -1.247738751219324 53.76756487427181, -1.140947340432744 53.81470831051276, -1.164917334852817 53.89875883709617, -1.296091295761962 53.93570502708874))"
105,8519428ffffffff,198667.94503816793,178000.0,130127504,655,"POLYGON ((-1.140947340432744 53.81470831051276, -1.247738751219324 53.76756487427181, -1.223682337355066 53.68339939821499, -1.093244866733979 53.64641708882183, -0.9866887006465701 53.69350576294893, -1.01033476231119 53.77763131891621, -1.140947340432744 53.81470831051276))"
106,85194293fffffff,288747.3507853403,264000.0,165452232,573,"POLYGON ((-0.9744261926913429 54.07635111434092, -1.081745109052124 54.02962757187132, -1.057862582533508 53.94569255661705, -0.9270751296710633 53.90852098294656, -0.8199955608597973 53.95519013370595, -0.8434641077246808 54.0390850585589, -0.9744261926913429 54.07635111434092))"
107,85194297fffffff,250800.35933147633,232000.0,90037329,359,"POLYGON ((-0.8199955608597973 53.95519013370595, -0.9270751296710633 53.90852098294656, -0.9035172978078874 53.82451046230461, -0.7732916485705119 53.78721000138858, -0.666451991595394 53.83382548357444, -0.6895980901110259 53.91779490572579, -0.8199955608597973 53.95519013370595))"
108,8519429bfffffff,295085.1235875706,240000.0,417840535,1416,"POLYGON ((-1.213096774112845 54.06666805202788, -1.320388206673679 54.01967903455429, -1.296091295761962 53.93570502708874, -1.164917334852817 53.89875883709617, -1.057862582533508 53.94569255661705, -1.081745109052124 54.02962757187132, -1.213096774112845 54.06666805202788))"
109,851942a3fffffff,203344.41025641025,179500.0,55513024,273,"POLYGON ((-0.8333100372679068 53.57210107516029, -0.9396303724858959 53.52506645323231, -0.9162173524928096 53.44075337414919, -0.7868899711110767 53.40351665212411, -0.6808060214522488 53.45049792645889, -0.7038130846587722 53.53476908421479, -0.8333100372679068 53.57210107516029))"
110,851942a7fffffff,154554.728,125000.0,38638682,250,"POLYGON ((-0.6808060214522488 53.45049792645889, -0.7868899711110767 53.40351665212411, -0.7637942562033604 53.31913200507014, -0.6350183756633982 53.28177135859163, -0.5291713353834577 53.32869998456034, -0.5518632906529803 53.41304172092504, -0.6808060214522488 53.45049792645889))"
111,851942abfffffff,169096.8942196532,140000.0,292537627,1730,"POLYGON ((-1.069511620671945 53.5621770657056, -1.175807294290641 53.51487933031612, -1.151987899524547 53.43052541597309, -1.022279211259612 53.39350988513186, -0.9162173524928096 53.44075337414919, -0.9396303724858959 53.52506645323231, -1.069511620671945 53.5621770657056))"
112,851942affffffff,212701.51801801802,180000.0,94439474,444,"POLYGON ((-0.9162173524928096 53.44075337414919, -1.022279211259612 53.39350988513186, -0.9987792955245636 53.30908340782691, -0.8696217347000904 53.27194206436594, -0.7637942562033604 53.31913200507014, -0.7868899711110767 53.40351665212411, -0.9162173524928096 53.44075337414919))"
113,851942b3fffffff,131907.7819063005,117500.0,81650917,619,"POLYGON ((-0.7500555275465403 53.70312545760413, -0.8566351288907885 53.65630017382391, -0.8333100372679068 53.57210107516029, -0.7038130846587722 53.53476908421479, -0.5974718902105299 53.58154121954265, -0.6203892627801073 53.66569830729542, -0.7500555275465403 53.70312545760413))"
114,851942b7fffffff,171329.6911764706,151500.0,58252095,340,"POLYGON ((-0.5974718902105299 53.58154121954265, -0.7038130846587722 53.53476908421479, -0.6808060214522488 53.45049792645889, -0.5518632906529803 53.41304172092504, -0.4457610158490804 53.45976141351786, -0.4683625808633799 53.54398956917153, -0.5974718902105299 53.58154121954265))"
115,851942bbfffffff,140168.48457350273,124995.0,77232835,551,"POLYGON ((-0.9866887006465701 53.69350576294893, -1.093244866733979 53.64641708882183, -1.069511620671945 53.5621770657056, -0.9396303724858959 53.52506645323231, -0.8333100372679068 53.57210107516029, -0.8566351288907885 53.65630017382391, -0.9866887006465701 53.69350576294893))"
116,851942c3fffffff,345751.40462427743,295000.0,179444979,519,"POLYGON ((-1.69150608610529 54.04582125587254, -1.79873072866106 53.99829945052333, -1.773604006002708 53.91425077312998, -1.641667679703092 53.87776048807491, -1.534674270638126 53.92522520306227, -1.559385927951042 54.00923709952859, -1.69150608610529 54.04582125587254))"
117,851942c7fffffff,224372.15757238306,180000.0,805944790,3592,"POLYGON ((-1.534674270638126 53.92522520306227, -1.641667679703092 53.87776048807491, -1.616872241302334 53.79363324761728, -1.485496269940627 53.7570083355008, -1.378734788898298 53.80441667873625, -1.403117332978544 53.88850611358311, -1.534674270638126 53.92522520306227))"
118,851942cbfffffff,281595.8911335578,236000.0,250901939,891,"POLYGON ((-1.931229685238891 54.03465288479935, -2.038414994202862 53.98686380270447, -2.012872930638232 53.90277945716153, -1.880560860184424 53.86651966712498, -1.773604006002708 53.91425077312998, -1.79873072866106 53.99829945052333, -1.931229685238891 54.03465288479935))"
119,851942cffffffff,180288.6501743679,147500.0,827164327,4588,"POLYGON ((-1.773604006002708 53.91425077312998, -1.880560860184424 53.86651966712498, -1.855352225570041 53.78235572852714, -1.723599902529843 53.74595940098855, -1.616872241302334 53.79363324761728, -1.641667679703092 53.87776048807491, -1.773604006002708 53.91425077312998))"
120,851942d3fffffff,365267.85447761195,285000.0,97891785,268,"POLYGON ((-1.609056556450131 54.17706614785891, -1.716549860184048 54.12975411380569, -1.69150608610529 54.04582125587254, -1.559385927951042 54.00923709952859, -1.452125915298876 54.05649221061067, -1.476752747386469 54.14038820621452, -1.609056556450131 54.17706614785891))"
121,851942d7fffffff,343652.66838931956,276995.0,398980748,1161,"POLYGON ((-1.452125915298876 54.05649221061067, -1.559385927951042 54.00923709952859, -1.534674270638126 53.92522520306227, -1.403117332978544 53.88850611358311, -1.296091295761962 53.93570502708874, -1.320388206673679 54.01967903455429, -1.452125915298876 54.05649221061067))"
122,851942dbfffffff,338296.875,277500.0,10825500,32,"POLYGON ((-1.84923554621321 54.16620111088803, -1.956690693882473 54.11862149162413, -1.931229685238891 54.03465288479935, -1.79873072866106 53.99829945052333, -1.69150608610529 54.04582125587254, -1.716549860184048 54.12975411380569, -1.84923554621321 54.16620111088803))"
123,85194303fffffff,257801.94010416666,212495.0,98995945,384,"POLYGON ((-0.3945698445332904 52.82138320563653, -0.4994413007526664 52.77414223463446, -0.4771018298070492 52.6893296290901, -0.3502847935070624 52.65180345187086, -0.2456477314809738 52.69899338503603, -0.267593348566559 52.7837603555163, -0.3945698445332904 52.82138320563653))"
124,85194307fffffff,215879.23016496465,180000.0,274814260,1273,"POLYGON ((-0.2456477314809738 52.69899338503603, -0.3502847935070624 52.65180345187086, -0.3282498534120482 52.56692623388147, -0.2019696024484573 52.52928536364536, -0.0975673632187002 52.57642492353904, -0.1192105958263028 52.66125555094624, -0.2456477314809738 52.69899338503603))"
125,8519430bfffffff,300653.9411764706,270000.0,25555585,85,"POLYGON ((-0.6267974632042341 52.81155157255631, -0.7316518490876562 52.76405162291868, -0.7089180511097326 52.67919444525405, -0.5817242203643396 52.64188161058453, -0.4771018298070492 52.6893296290901, -0.4994413007526664 52.77414223463446, -0.6267974632042341 52.81155157255631))"
126,8519430ffffffff,372268.5111731844,305000.0,133272127,358,"POLYGON ((-0.4771018298070492 52.6893296290901, -0.5817242203643396 52.64188161058453, -0.5592970787356683 52.55695885925279, -0.432639780981291 52.51952948273036, -0.3282498534120482 52.56692623388147, -0.3502847935070624 52.65180345187086, -0.4771018298070492 52.6893296290901))"
127,85194313fffffff,219520.08474576272,202000.0,25903370,118,"POLYGON ((-0.3116993939681175 52.95311847358758, -0.4168206436716442 52.90608504299675, -0.3945698445332904 52.82138320563653, -0.267593348566559 52.7837603555163, -0.1627084392288746 52.83074297617447, -0.1845637266690031 52.91539907843902, -0.3116993939681175 52.95311847358758))"
128,85194317fffffff,197915.20913461538,185000.0,82332727,416,"POLYGON ((-0.1627084392288746 52.83074297617447, -0.267593348566559 52.7837603555163, -0.2456477314809738 52.69899338503603, -0.1192105958263028 52.66125555094624, -0.01456244440621266 52.70818803248423, -0.03611471857326409 52.79290831054853, -0.1627084392288746 52.83074297617447))"
129,8519431bfffffff,216977.58620689655,199975.0,12584700,58,"POLYGON ((-0.5443388706235359 52.94359076082527, -0.6494442641172558 52.89629808190575, -0.6267974632042341 52.81155157255631, -0.4994413007526664 52.77414223463446, -0.3945698445332904 52.82138320563653, -0.4168206436716442 52.90608504299675, -0.5443388706235359 52.94359076082527))"
130,85194323fffffff,321378.1008287293,293250.0,232677745,724,"POLYGON ((-0.1802364144328297 52.44434501362683, -0.284393439570194 52.39699887150865, -0.2625712903718697 52.3119494333432, -0.1369801169581011 52.27429339688305, -0.0330564060317148 52.32158958277605, -0.05449060036340969 52.40659158778445, -0.1802364144328297 52.44434501362683))"
131,85194327fffffff,405657.77797833935,345000.0,224734409,554,"POLYGON ((-0.0330564060317148 52.32158958277605, -0.1369801169581011 52.27429339688305, -0.1154563439449976 52.18918283879583, 0.009605253222124719 52.15141666648389, 0.1132952652774396 52.1986635433904, 0.09215732663339479 52.28372572976886, -0.0330564060317148 52.32158958277605))"
132,8519432bfffffff,455292.4528301887,386000.0,24130500,53,"POLYGON ((-0.4105165156007387 52.43454264568355, -0.5146600220770451 52.38693957892684, -0.492449420292738 52.30184375904422, -0.3664838001200789 52.26439721301157, -0.2625712903718697 52.3119494333432, -0.284393439570194 52.39699887150865, -0.4105165156007387 52.43454264568355))"
133,8519432ffffffff,306459.61756373936,275000.0,108180245,353,"POLYGON ((-0.2625712903718697 52.3119494333432, -0.3664838001200789 52.26439721301157, -0.3445736752255295 52.17923932892045, -0.2191374344592494 52.1416808182628, -0.1154563439449976 52.18918283879583, -0.1369801169581011 52.27429339688305, -0.2625712903718697 52.3119494333432))"
134,85194333fffffff,232837.38157894736,195000.0,53086923,228,"POLYGON ((-0.0975673632187002 52.57642492353904, -0.2019696024484573 52.52928536364536, -0.1802364144328297 52.44434501362683, -0.05449060036340969 52.40659158778445, 0.04967641522376165 52.45368143339927, 0.0283327902057566 52.53857424489451, -0.0975673632187002 52.57642492353904))"
135,85194337fffffff,341240.0731707317,295000.0,83945058,246,"POLYGON ((0.04967641522376165 52.45368143339927, -0.05449060036340969 52.40659158778445, -0.0330564060317148 52.32158958277605, 0.09215732663339479 52.28372572976886, 0.1960887449369758 52.33076651446935, 0.1750419713268154 52.41572004060963, 0.04967641522376165 52.45368143339927))"
136,8519433bfffffff,260559.9447236181,237995.0,155554287,597,"POLYGON ((-0.3282498534120482 52.56692623388147, -0.432639780981291 52.51952948273036, -0.4105165156007387 52.43454264568355, -0.284393439570194 52.39699887150865, -0.1802364144328297 52.44434501362683, -0.2019696024484573 52.52928536364536, -0.3282498534120482 52.56692623388147))"
137,85194343fffffff,280959.88602941175,226750.0,76421089,272,"POLYGON ((-1.010701566284679 52.92310915908333, -1.115764274934748 52.87529613214406, -1.092324153936919 52.79046348999095, -0.9642181988291189 52.7534862227557, -0.8593845156605455 52.80124576280438, -0.8824277700839017 52.88603587553798, -1.010701566284679 52.92310915908333))"
138,85194347fffffff,259639.5564681725,210000.0,126444464,487,"POLYGON ((-0.8593845156605455 52.80124576280438, -0.9642181988291189 52.7534862227557, -0.9410896387495798 52.66858554137017, -0.8135221726922672 52.63148772400589, -0.7089180511097326 52.67919444525405, -0.7316518490876562 52.76405162291868, -0.8593845156605455 52.80124576280438))"
139,8519434bfffffff,231029.06055209262,197500.0,259445635,1123,"POLYGON ((-1.244410973391312 52.91215068140954, -1.349446824315421 52.86407658845413, -1.325609462670452 52.77920249606426, -1.197133487502086 52.74244376450162, -1.092324153936919 52.79046348999095, -1.115764274934748 52.87529613214406, -1.244410973391312 52.91215068140954))"
140,8519434ffffffff,247341.83848977453,210000.0,471680886,1907,"POLYGON ((-1.092324153936919 52.79046348999095, -1.197133487502086 52.74244376450162, -1.173609768677685 52.65750065311151, -1.045671879057764 52.6206195165182, -0.9410896387495798 52.66858554137017, -0.9642181988291189 52.7534862227557, -1.092324153936919 52.79046348999095))"
141,85194353fffffff,303640.78386167146,277995.0,105363352,347,"POLYGON ((-0.9287402393301954 53.05543653710927, -1.034057097197043 53.0078307123535, -1.010701566284679 52.92310915908333, -0.8824277700839017 52.88603587553798, -0.7773418853150166 52.93358842548119, -0.8002988356205057 53.01826735159425, -0.9287402393301954 53.05543653710927))"
142,85194357fffffff,307649.42307692306,267500.0,15997770,52,"POLYGON ((-0.7773418853150166 52.93358842548119, -0.8824277700839017 52.88603587553798, -0.8593845156605455 52.80124576280438, -0.7316518490876562 52.76405162291868, -0.6267974632042341 52.81155157255631, -0.6494442641172558 52.89629808190575, -0.7773418853150166 52.93358842548119))"
143,8519435bfffffff,213034.21474773608,165500.0,1152728136,5411,"POLYGON ((-1.162874307170192 53.04478096948352, -1.268165475392686 52.99691378235406, -1.244410973391312 52.91215068140954, -1.115764274934748 52.87529613214406, -1.010701566284679 52.92310915908333, -1.034057097197043 53.0078307123535, -1.162874307170192 53.04478096948352))"
144,85194363fffffff,217940.2723440135,179475.0,258477163,1186,"POLYGON ((-0.7907023730227087 52.54652050212079, -0.8950569738612804 52.49860751622819, -0.8721521588971606 52.41353088203734, -0.745283756008803 52.3764114236544, -0.6411573117300154 52.42427202704973, -0.6636711318629912 52.5093042939896, -0.7907023730227087 52.54652050212079))"
145,85194367fffffff,235290.9974953037,208000.0,375759723,1597,"POLYGON ((-0.6411573117300154 52.42427202704973, -0.745283756008803 52.3764114236544, -0.7226842406761146 52.29127027909271, -0.5963472194882146 52.25403488696227, -0.492449420292738 52.30184375904422, -0.5146600220770451 52.38693957892684, -0.6411573117300154 52.42427202704973))"
146,8519436bfffffff,344744.78118161927,310000.0,157548365,457,"POLYGON ((-1.022459002705179 52.53560889228181, -1.126790558976475 52.48743689580759, -1.103494346730036 52.40231696237898, -0.9762579827367788 52.36541214636631, -0.8721521588971606 52.41353088203734, -0.8950569738612804 52.49860751622819, -1.022459002705179 52.53560889228181))"
147,8519436ffffffff,262462.84231145936,221000.0,267974562,1021,"POLYGON ((-0.8721521588971606 52.41353088203734, -0.9762579827367788 52.36541214636631, -0.9532691299718861 52.28022673962867, -0.8265638049775317 52.24320415411095, -0.7226842406761146 52.29127027909271, -0.745283756008803 52.3764114236544, -0.8721521588971606 52.41353088203734))"
148,85194373fffffff,382631.6523809524,332475.0,80352647,210,"POLYGON ((-0.7089180511097326 52.67919444525405, -0.8135221726922672 52.63148772400589, -0.7907023730227087 52.54652050212079, -0.6636711318629912 52.5093042939896, -0.5592970787356683 52.55695885925279, -0.5817242203643396 52.64188161058453, -0.7089180511097326 52.67919444525405))"
149,85194377fffffff,287384.90476190473,241995.0,114666577,399,"POLYGON ((-0.5592970787356683 52.55695885925279, -0.6636711318629912 52.5093042939896, -0.6411573117300154 52.42427202704973, -0.5146600220770451 52.38693957892684, -0.4105165156007387 52.43454264568355, -0.432639780981291 52.51952948273036, -0.5592970787356683 52.55695885925279))"
150,8519437bfffffff,393037.5205479452,350000.0,86075217,219,"POLYGON ((-0.9410896387495798 52.66858554137017, -1.045671879057764 52.6206195165182, -1.022459002705179 52.53560889228181, -0.8950569738612804 52.49860751622819, -0.7907023730227087 52.54652050212079, -0.8135221726922672 52.63148772400589, -0.9410896387495798 52.66858554137017))"
151,85194383fffffff,182419.23097112862,155000.0,69501727,381,"POLYGON ((0.004188540264464365 53.09328506425771, -0.1011941999122232 53.04671852094827, -0.07943025773627031 52.96217389988683, 0.04731973864966261 52.92424253513622, 0.1524618060106858 52.97075940288324, 0.1310944933956645 53.0552571328721, 0.004188540264464365 53.09328506425771))"
153,8519438bfffffff,206614.54135338345,185000.0,27479734,133,"POLYGON ((-0.2284887406198532 53.0845343331915, -0.3338605111574934 53.03770892812381, -0.3116993939681175 52.95311847358758, -0.1845637266690031 52.91539907843902, -0.07943025773627031 52.96217389988683, -0.1011941999122232 53.04671852094827, -0.2284887406198532 53.0845343331915))"
154,8519438ffffffff,207830.00568181818,189997.5,36578081,176,"POLYGON ((-0.07943025773627031 52.96217389988683, -0.1845637266690031 52.91539907843902, -0.1627084392288746 52.83074297617447, -0.03611471857326409 52.79290831054853, 0.06878004246757699 52.83963322543856, 0.04731973864966261 52.92424253513622, -0.07943025773627031 52.96217389988683))"
155,85194393fffffff,224284.41558441558,185000.0,17269900,77,"POLYGON ((0.08814969039523178 53.22407539279637, -0.0174830319751611 53.17771759882081, 0.004188540264464365 53.09328506425771, 0.1310944933956645 53.0552571328721, 0.2364845629806597 53.10156548073592, 0.2152112714367204 53.18595102732819, 0.08814969039523178 53.22407539279637))"
