,H3_cell,mean_price,median_price,total_paid,count,geometry
396,851955c7fffffff,245897.728,237000.0,30737216,125,"POLYGON ((-2.651533807384919 54.76472625216851, -2.760129325002233 54.71684654302237, -2.732951165976623 54.6333010022224, -2.597605446890615 54.59766544639891, -2.489236262081305 54.64548365273509, -2.515986383866032 54.72899871395929, -2.651533807384919 54.76472625216851))"
397,851955cbfffffff,284330.8253968254,195000.0,35825684,126,"POLYGON ((-3.060081673813845 54.87112068665159, -3.1688425325305 54.8229053118819, -3.140881404434873 54.73942069050105, -3.004589572700867 54.70417949399314, -2.896051004070821 54.75233174627169, -2.923581874311727 54.83578811164402, -3.060081673813845 54.87112068665159))"
398,851955cffffffff,232433.14594594596,180000.0,43000132,185,"POLYGON ((-2.896051004070821 54.75233174627169, -3.004589572700867 54.70417949399314, -2.97698327306325 54.62060461689973, -2.841266452355294 54.58521112402097, -2.732951165976623 54.6333010022224, -2.760129325002233 54.71684654302237, -2.896051004070821 54.75233174627169))"
399,851955d3fffffff,265861.05494505493,195000.0,24193356,91,"POLYGON ((-2.733111119999666 55.01479863147294, -2.842215360430873 54.9670674162349, -2.814760969083503 54.88373007496337, -2.678634491979869 54.84815321340983, -2.569757763184571 54.89582229271459, -2.59677991449359 54.97913016320479, -2.733111119999666 55.01479863147294))"
400,851955d7fffffff,190453.0625,168249.5,3047249,16,"POLYGON ((-2.569757763184571 54.89582229271459, -2.678634491979869 54.84815321340983, -2.651533807384919 54.76472625216851, -2.515986383866032 54.72899871395929, -2.407338102986067 54.7766064158924, -2.434008721945183 54.86000282870409, -2.569757763184571 54.89582229271459))"
401,851955dbfffffff,161545.94696969696,133000.0,149268455,924,"POLYGON ((-2.978923084814082 55.00249132266056, -3.087968393958939 54.95448634950422, -3.060081673813845 54.87112068665159, -2.923581874311727 54.83578811164402, -2.814760969083503 54.88373007496337, -2.842215360430873 54.9670674162349, -2.978923084814082 55.00249132266056))"
402,85195803fffffff,255508.39338235295,240000.0,69498283,272,"POLYGON ((-2.577518720293806 51.79678980750114, -2.680412252414197 51.74630123777067, -2.654794719194839 51.66044693802323, -2.526667749750711 51.62511837685962, -2.423978175867108 51.6755483679805, -2.449211548800023 51.76136532019098, -2.577518720293806 51.79678980750114))"
403,85195807fffffff,318684.1921005386,283000.0,177507095,557,"POLYGON ((-2.423978175867108 51.6755483679805, -2.526667749750711 51.62511837685962, -2.501363452727229 51.53919653893509, -2.373751846776432 51.50374283998741, -2.271266991829771 51.55411486177048, -2.296188967012728 51.63999837461866, -2.423978175867108 51.6755483679805))"
404,8519580bfffffff,370904.2295081967,345000.0,22625158,61,"POLYGON ((-2.809056452241272 51.78150249195495, -2.911900156836797 51.73075361980493, -2.88589836242785 51.64486306779833, -2.757437049465353 51.60975746083884, -2.654794719194839 51.66044693802323, -2.680412252414197 51.74630123777067, -2.809056452241272 51.78150249195495))"
405,8519580ffffffff,310090.08442982455,262000.0,282802157,912,"POLYGON ((-2.654794719194839 51.66044693802323, -2.757437049465353 51.60975746083884, -2.7317503053243 51.52379838846895, -2.603803610513841 51.48856584980273, -2.501363452727229 51.53919653893509, -2.526667749750711 51.62511837685962, -2.654794719194839 51.66044693802323))"
406,85195813fffffff,280747.4733096085,234000.0,78890040,281,"POLYGON ((-2.499920586238356 51.93282571281687, -2.603066148760565 51.88253864339877, -2.577518720293806 51.79678980750114, -2.449211548800023 51.76136532019098, -2.346271745098069 51.81159401851261, -2.371433292861586 51.89730539579502, -2.499920586238356 51.93282571281687))"
407,85195817fffffff,314144.92409240926,252497.5,190371824,606,"POLYGON ((-2.346271745098069 51.81159401851261, -2.449211548800023 51.76136532019098, -2.423978175867108 51.6755483679805, -2.296188967012728 51.63999837461866, -2.193455675386837 51.69016931766619, -2.218305026864082 51.77594783138261, -2.346271745098069 51.81159401851261))"
408,8519581bfffffff,334075.4105691057,247250.0,82182551,246,"POLYGON ((-2.731893176498966 51.91783545266441, -2.834989875809002 51.86728769081595, -2.809056452241272 51.78150249195495, -2.680412252414197 51.74630123777067, -2.577518720293806 51.79678980750114, -2.603066148760565 51.88253864339877, -2.731893176498966 51.91783545266441))"
409,85195823fffffff,427590.99916597165,318000.0,512681608,1199,"POLYGON ((-2.348758147463339 51.41775502332578, -2.450995364799244 51.36718251951229, -2.4259308324712 51.28109110247647, -2.299007838125716 51.24561119198201, -2.196974299528174 51.296126108956, -2.221660023831805 51.38217834824435, -2.348758147463339 51.41775502332578))"
410,85195827fffffff,271306.3685258964,242250.0,136195797,502,"POLYGON ((-2.196974299528174 51.296126108956, -2.299007838125716 51.24561119198201, -2.274250498247831 51.15945594400088, -2.147836558026642 51.1238555782304, -2.046007407283458 51.17431350251979, -2.070387763384266 51.26042861171404, -2.196974299528174 51.296126108956))"
411,8519582bfffffff,313835.9147121535,270000.0,147189044,469,"POLYGON ((-2.578429281935469 51.40253982351997, -2.680620836379811 51.35170903942466, -2.655177360314688 51.26557953029522, -2.527921210409471 51.23031872161345, -2.4259308324712 51.28109110247647, -2.450995364799244 51.36718251951229, -2.578429281935469 51.40253982351997))"
412,8519582ffffffff,343873.0,275000.0,137549200,400,"POLYGON ((-2.4259308324712 51.28109110247647, -2.527921210409471 51.23031872161345, -2.502786727795296 51.14412441577684, -2.376038954151443 51.10874137436085, -2.274250498247831 51.15945594400088, -2.299007838125716 51.24561119198201, -2.4259308324712 51.28109110247647))"
413,85195833fffffff,334583.0048543689,291600.0,137848198,412,"POLYGON ((-2.271266991829771 51.55411486177048, -2.373751846776432 51.50374283998741, -2.348758147463339 51.41775502332578, -2.221660023831805 51.38217834824435, -2.119380618694355 51.43249300565137, -2.143993837850648 51.51844152676978, -2.271266991829771 51.55411486177048))"
414,85195837fffffff,299914.3788300836,260000.0,215338524,718,"POLYGON ((-2.119380618694355 51.43249300565137, -2.221660023831805 51.38217834824435, -2.196974299528174 51.296126108956, -2.070387763384266 51.26042861171404, -1.96831450961393 51.31068650532574, -1.992621598298408 51.39669848571348, -2.119380618694355 51.43249300565137))"
415,8519583bfffffff,313058.20594125503,270000.0,937922385,2996,"POLYGON ((-2.501363452727229 51.53919653893509, -2.603803610513841 51.48856584980273, -2.578429281935469 51.40253982351997, -2.450995364799244 51.36718251951229, -2.348758147463339 51.41775502332578, -2.373751846776432 51.50374283998741, -2.501363452727229 51.53919653893509))"
416,85195843fffffff,124325.6873857404,98000.0,68006151,547,"POLYGON ((-3.196693417923629 51.8863957983701, -3.299681624877204 51.8353253984104, -3.272976021792241 51.74947077726249, -3.143668226341269 51.71472053386108, -3.040877913388131 51.76573012131749, -3.067197408036058 51.85155058328126, -3.196693417923629 51.8863957983701))"
417,85195847fffffff,177876.9275229358,157000.0,193885851,1090,"POLYGON ((-3.040877913388131 51.76573012131749, -3.143668226341269 51.71472053386108, -3.117282107976374 51.62879482904547, -2.988489914672093 51.59391368449318, -2.88589836242785 51.64486306779833, -2.911900156836797 51.73075361980493, -3.040877913388131 51.76573012131749))"
418,8519584bfffffff,129519.7275,105000.0,51807891,400,"POLYGON ((-3.429506789436962 51.86994255555724, -3.532435352348031 51.81861024674211, -3.505343642283584 51.73272257423428, -3.375709371487955 51.69820007993203, -3.272976021792241 51.74947077726249, -3.299681624877204 51.8353253984104, -3.429506789436962 51.86994255555724))"
419,8519584ffffffff,144557.6918189039,124000.0,181998134,1259,"POLYGON ((-3.272976021792241 51.74947077726249, -3.375709371487955 51.69820007993203, -3.348938904735245 51.61224032577989, -3.219819339903363 51.57758513769151, -3.117282107976374 51.62879482904547, -3.143668226341269 51.71472053386108, -3.272976021792241 51.74947077726249))"
421,85195857fffffff,273756.2289156627,249995.0,45443534,166,"POLYGON ((-2.964153157984356 51.90235946141544, -3.067197408036058 51.85155058328126, -3.040877913388131 51.76573012131749, -2.911900156836797 51.73075361980493, -2.809056452241272 51.78150249195495, -2.834989875809002 51.86728769081595, -2.964153157984356 51.90235946141544))"
422,8519585bfffffff,217677.14814814815,196000.0,17631849,81,"POLYGON ((-3.353349334532983 52.00685633803636, -3.456534537191969 51.95572451333033, -3.429506789436962 51.86994255555724, -3.299681624877204 51.8353253984104, -3.196693417923629 51.8863957983701, -3.223333277912496 51.9721445974439, -3.353349334532983 52.00685633803636))"
423,85195863fffffff,266210.9197530864,229250.0,172504676,648,"POLYGON ((-2.962420635789702 51.50791847259313, -3.064760876806325 51.45676918554352, -3.038624991267056 51.37067001521426, -2.91052959929702 51.33575597884504, -2.808387191435795 51.38684545934636, -2.834142261216163 51.47290860493445, -2.962420635789702 51.50791847259313))"
424,85195867fffffff,340567.6765578635,295000.0,114771307,337,"POLYGON ((-2.808387191435795 51.38684545934636, -2.91052959929702 51.33575597884504, -2.884707080687553 51.24958946763361, -2.7571211231617 51.21454926257977, -2.655177360314688 51.26557953029522, -2.680620836379811 51.35170903942466, -2.808387191435795 51.38684545934636))"
425,8519586bfffffff,233888.07432897453,185000.0,339839372,1453,"POLYGON ((-3.193367476512065 51.49155488531305, -3.295652482086593 51.44014570376906, -3.269135743808337 51.35401160736396, -3.140714760899447 51.31932144012872, -3.038624991267056 51.37067001521426, -3.064760876806325 51.45676918554352, -3.193367476512065 51.49155488531305))"
426,8519586ffffffff,239826.58858858858,205000.0,159724508,666,"POLYGON ((-3.038624991267056 51.37067001521426, -3.140714760899447 51.31932144012872, -3.114513138046002 51.23311902105979, -2.98660076570143 51.19830090786122, -2.884707080687553 51.24958946763361, -2.91052959929702 51.33575597884504, -3.038624991267056 51.37067001521426))"
427,85195873fffffff,212145.70363951474,180000.0,122408071,577,"POLYGON ((-2.88589836242785 51.64486306779833, -2.988489914672093 51.59391368449318, -2.962420635789702 51.50791847259313, -2.834142261216163 51.47290860493445, -2.7317503053243 51.52379838846895, -2.757437049465353 51.60975746083884, -2.88589836242785 51.64486306779833))"
428,85195877fffffff,399731.2169866201,311000.0,687137962,1719,"POLYGON ((-2.7317503053243 51.52379838846895, -2.834142261216163 51.47290860493445, -2.808387191435795 51.38684545934636, -2.680620836379811 51.35170903942466, -2.578429281935469 51.40253982351997, -2.603803610513841 51.48856584980273, -2.7317503053243 51.52379838846895))"
429,8519587bfffffff,234356.7212746858,197250.0,522146775,2228,"POLYGON ((-3.117282107976374 51.62879482904547, -3.219819339903363 51.57758513769151, -3.193367476512065 51.49155488531305, -3.064760876806325 51.45676918554352, -2.962420635789702 51.50791847259313, -2.988489914672093 51.59391368449318, -3.117282107976374 51.62879482904547))"
430,85195883fffffff,332554.16964285716,281250.0,148984268,448,"POLYGON ((-2.189888549445557 52.08276169725367, -2.293331257593532 52.03293733602293, -2.268242444697335 51.94733221475622, -2.140098318340828 51.91158993460455, -2.036865752953459 51.96135696299979, -2.061567124078332 52.04692342490811, -2.189888549445557 52.08276169725367))"
431,85195887fffffff,367660.70851246774,278000.0,427589404,1163,"POLYGON ((-2.036865752953459 51.96135696299979, -2.140098318340828 51.91158993460455, -2.115322498679671 51.82591710723165, -1.987699611501091 51.79005076700052, -1.884677896426416 51.83976108703744, -1.90906817856244 51.92539427771086, -2.036865752953459 51.96135696299979))"
432,8519588bfffffff,301277.9521276596,245000.0,56640255,188,"POLYGON ((-2.421998584982806 52.06855338625694, -2.525397007496001 52.01846840179932, -2.499920586238356 51.93282571281687, -2.371433292861586 51.89730539579502, -2.268242444697335 51.94733221475622, -2.293331257593532 52.03293733602293, -2.421998584982806 52.06855338625694))"
433,8519588ffffffff,243489.77879656162,218000.0,424889664,1745,"POLYGON ((-2.268242444697335 51.94733221475622, -2.371433292861586 51.89730539579502, -2.346271745098069 51.81159401851261, -2.218305026864082 51.77594783138261, -2.115322498679671 51.82591710723165, -2.140098318340828 51.91158993460455, -2.268242444697335 51.94733221475622))"
434,85195893fffffff,311384.54822335026,278747.5,122685512,394,"POLYGON ((-2.111208324596382 52.21788122281217, -2.214903709080873 52.16825988952684, -2.189888549445557 52.08276169725367, -2.061567124078332 52.04692342490811, -1.958083720125086 52.09648763376625, -1.982709717308258 52.18194705916281, -2.111208324596382 52.21788122281217))"
435,85195897fffffff,361074.61031518626,270000.0,126015039,349,"POLYGON ((-1.958083720125086 52.09648763376625, -2.061567124078332 52.04692342490811, -2.036865752953459 51.96135696299979, -1.90906817856244 51.92539427771086, -1.805797454551792 51.97490199314513, -1.830111588741902 52.06042870859474, -1.958083720125086 52.09648763376625))"
436,8519589bfffffff,302549.71329879103,260000.0,175176284,579,"POLYGON ((-2.343750974785648 52.20397157642808, -2.447403087871626 52.15408925340471, -2.421998584982806 52.06855338625694, -2.293331257593532 52.03293733602293, -2.189888549445557 52.08276169725367, -2.214903709080873 52.16825988952684, -2.343750974785648 52.20397157642808))"
437,851958a3fffffff,328515.47360248445,282250.0,211563965,644,"POLYGON ((-1.96323410494155 51.70431177826821, -2.066007597638872 51.65439942757011, -2.041467781580499 51.56855532599906, -1.914536396267991 51.53266389233303, -1.811972624967224 51.58251993134691, -1.836130481830797 51.66832354001413, -1.96323410494155 51.70431177826821))"
438,851958a7fffffff,242502.68735083533,208000.0,304825878,1257,"POLYGON ((-1.811972624967224 51.58251993134691, -1.914536396267991 51.53266389233303, -1.89030347120734 51.44675574814271, -1.763886817508016 51.41074492242934, -1.661533424435819 51.46054525866226, -1.68538627818503 51.54641194921835, -1.811972624967224 51.58251993134691))"
439,851958abfffffff,380018.2970711297,330000.0,90824373,239,"POLYGON ((-2.193455675386837 51.69016931766619, -2.296188967012728 51.63999837461866, -2.271266991829771 51.55411486177048, -2.143993837850648 51.51844152676978, -2.041467781580499 51.56855532599906, -2.066007597638872 51.65439942757011, -2.193455675386837 51.69016931766619))"
440,851958affffffff,289549.7961672474,254747.5,166201583,574,"POLYGON ((-2.041467781580499 51.56855532599906, -2.143993837850648 51.51844152676978, -2.119380618694355 51.43249300565137, -1.992621598298408 51.39669848571348, -1.89030347120734 51.44675574814271, -1.914536396267991 51.53266389233303, -2.041467781580499 51.56855532599906))"
441,851958b3fffffff,438758.07692307694,322500.0,68446260,156,"POLYGON ((-1.884677896426416 51.83976108703744, -1.987699611501091 51.79005076700052, -1.96323410494155 51.70431177826821, -1.836130481830797 51.66832354001413, -1.73332029488248 51.71797777161844, -1.757402170538018 51.80367615348803, -1.884677896426416 51.83976108703744))"
442,851958b7fffffff,293160.2251256281,247000.0,291694424,995,"POLYGON ((-1.73332029488248 51.71797777161844, -1.836130481830797 51.66832354001413, -1.811972624967224 51.58251993134691, -1.68538627818503 51.54641194921835, -1.582788267964706 51.59601070769529, -1.60656440254101 51.6817727465481, -1.73332029488248 51.71797777161844))"
443,851958bbfffffff,420044.59523809527,330000.0,123493111,294,"POLYGON ((-2.115322498679671 51.82591710723165, -2.218305026864082 51.77594783138261, -2.193455675386837 51.69016931766619, -2.066007597638872 51.65439942757011, -1.96323410494155 51.70431177826821, -1.987699611501091 51.79005076700052, -2.115322498679671 51.82591710723165))"
444,851958c3fffffff,241916.94389901822,214000.0,172486781,713,"POLYGON ((-2.80973497569726 52.17469516459038, -2.913289673556379 52.12428948841679, -2.887106097013523 52.03868156510701, -2.757757334228502 52.00351461332514, -2.654406796643211 52.05386067395494, -2.680200784829688 52.1394331195425, -2.80973497569726 52.17469516459038))"
445,851958c7fffffff,296209.2894736842,256500.0,56279765,190,"POLYGON ((-2.654406796643211 52.05386067395494, -2.757757334228502 52.00351461332514, -2.731893176498966 51.91783545266441, -2.603066148760565 51.88253864339877, -2.499920586238356 51.93282571281687, -2.525397007496001 52.01846840179932, -2.654406796643211 52.05386067395494))"
446,851958cbfffffff,328063.796875,289000.0,20996083,64,"POLYGON ((-3.043162034729241 52.1593243959653, -3.146662571262545 52.10865639279091, -3.120089342506553 52.02301409660756, -2.990405141594783 51.98807399347139, -2.887106097013523 52.03868156510701, -2.913289673556379 52.12428948841679, -3.043162034729241 52.1593243959653))"
447,851958cffffffff,296354.25531914894,256000.0,13928650,47,"POLYGON ((-2.887106097013523 52.03868156510701, -2.990405141594783 51.98807399347139, -2.964153157984356 51.90235946141544, -2.834989875809002 51.86728769081595, -2.731893176498966 51.91783545266441, -2.757757334228502 52.00351461332514, -2.887106097013523 52.03868156510701))"
448,851958d3fffffff,253175.0292397661,201250.0,43292930,171,"POLYGON ((-2.732038029192461 52.31039900844115, -2.835849240352724 52.26019580851666, -2.80973497569726 52.17469516459038, -2.680200784829688 52.1394331195425, -2.57659556425369 52.18957689623021, -2.602318470405376 52.27504195803638, -2.732038029192461 52.31039900844115))"
449,851958d7fffffff,326987.5054945055,287000.0,29755863,91,"POLYGON ((-2.57659556425369 52.18957689623021, -2.680200784829688 52.1394331195425, -2.654406796643211 52.05386067395494, -2.525397007496001 52.01846840179932, -2.421998584982806 52.06855338625694, -2.447403087871626 52.15408925340471, -2.57659556425369 52.18957689623021))"
450,851958dbfffffff,282431.9069767442,250000.0,36433716,129,"POLYGON ((-2.965909723550612 52.29532543686677, -3.069667735326142 52.24485951667906, -3.043162034729241 52.1593243959653, -2.913289673556379 52.12428948841679, -2.80973497569726 52.17469516459038, -2.835849240352724 52.26019580851666, -2.965909723550612 52.29532543686677))"
451,85195903fffffff,305515.87103174604,250000.0,307959998,1008,"POLYGON ((-1.519992352788478 50.94419602605318, -1.62144322866236 50.89410486516805, -1.597963496766375 50.80781042778545, -1.473404110330589 50.77165102360164, -1.372161908995078 50.82168777786739, -1.395270404610191 50.90793817470843, -1.519992352788478 50.94419602605318))"
452,85195907fffffff,318423.07692307694,313500.0,16558000,52,"POLYGON ((-1.372161908995078 50.82168777786739, -1.473404110330589 50.77165102360164, -1.450219480295044 50.68529989210141, -1.326162023375279 50.64903031601045, -1.225129059078531 50.69901324135018, -1.247944306206676 50.78531940500812, -1.372161908995078 50.82168777786739))"
453,8519590bfffffff,459974.01960784313,372500.0,93834700,204,"POLYGON ((-1.746506498774614 50.93015198375482, -1.847924860641609 50.87980628000776, -1.824073632066574 50.79346886359797, -1.699175513464547 50.75751996087794, -1.597963496766375 50.80781042778545, -1.62144322866236 50.89410486516805, -1.746506498774614 50.93015198375482))"
454,85195913fffffff,317568.7550420168,272750.0,755813637,2380,"POLYGON ((-1.441706176742335 51.08028037353338, -1.543396640240059 51.03038912478927, -1.519992352788478 50.94419602605318, -1.395270404610191 50.90793817470843, -1.293790361221745 50.95777526900845, -1.316821834289753 51.04392420021549, -1.441706176742335 51.08028037353338))"
455,85195917fffffff,321220.5072133637,269975.0,846094816,2634,"POLYGON ((-1.293790361221745 50.95777526900845, -1.395270404610191 50.90793817470843, -1.372161908995078 50.82168777786739, -1.247944306206676 50.78531940500812, -1.146675237070181 50.83510292870929, -1.169412791364055 50.9213082285312, -1.293790361221745 50.95777526900845))"
456,8519591bfffffff,557419.5578231292,510000.0,81940675,147,"POLYGON ((-1.668624913723663 51.06653433835532, -1.77028387480758 51.01638818845673, -1.746506498774614 50.93015198375482, -1.62144322866236 50.89410486516805, -1.519992352788478 50.94419602605318, -1.543396640240059 51.03038912478927, -1.668624913723663 51.06653433835532))"
457,85195943fffffff,414043.89705882355,286000.0,28154985,68,"POLYGON ((-2.12338382242263 51.03763805569843, -2.224969639791391 50.98698070954021, -2.200445404373932 50.90066149722855, -2.074708841573774 50.86504042784384, -1.97332635070809 50.91564113392504, -1.997477054486296 51.001919378088, -2.12338382242263 51.03763805569843))"
458,85195947fffffff,410713.6442577031,360000.0,146624771,357,"POLYGON ((-1.97332635070809 50.91564113392504, -2.074708841573774 50.86504042784384, -2.05048589072248 50.77866109882643, -1.925252136501648 50.74292421859128, -1.824073632066574 50.79346886359797, -1.847924860641609 50.87980628000776, -1.97332635070809 50.91564113392504))"
459,8519594bfffffff,349943.21238938055,295000.0,39543583,113,"POLYGON ((-2.351210879967471 51.0224838352761, -2.452755036232259 50.97157022819313, -2.427857100777336 50.8852111237168, -2.301788657335505 50.84980534634569, -2.200445404373932 50.90066149722855, -2.224969639791391 50.98698070954021, -2.351210879967471 51.0224838352761))"
460,8519594ffffffff,283964.7207207207,263000.0,31520084,111,"POLYGON ((-2.200445404373932 50.90066149722855, -2.301788657335505 50.84980534634569, -2.277193793641497 50.76338517591184, -2.151627545061574 50.72786182708349, -2.05048589072248 50.77866109882643, -2.074708841573774 50.86504042784384, -2.200445404373932 50.90066149722855))"
461,85195953fffffff,451607.625,379000.0,32515749,72,"POLYGON ((-2.046007407283458 51.17431350251979, -2.147836558026642 51.1238555782304, -2.12338382242263 51.03763805569843, -1.997477054486296 51.001919378088, -1.895852972044061 51.05232089945477, -1.919930550751962 51.13849732928368, -2.046007407283458 51.17431350251979))"
462,85195957fffffff,358512.1777777778,321000.0,48399144,135,"POLYGON ((-1.895852972044061 51.05232089945477, -1.997477054486296 51.001919378088, -1.97332635070809 50.91564113392504, -1.847924860641609 50.87980628000776, -1.746506498774614 50.93015198375482, -1.77028387480758 51.01638818845673, -1.895852972044061 51.05232089945477))"
463,8519595bfffffff,338761.9791666667,262500.0,65042300,192,"POLYGON ((-2.274250498247831 51.15945594400088, -2.376038954151443 51.10874137436085, -2.351210879967471 51.0224838352761, -2.224969639791391 50.98698070954021, -2.12338382242263 51.03763805569843, -2.147836558026642 51.1238555782304, -2.274250498247831 51.15945594400088))"
464,85195983fffffff,517636.5585585586,439995.0,114915316,222,"POLYGON ((-1.136098915396784 51.22904376121591, -1.238056788171675 51.17960777748152, -1.215103233804287 51.09356103490692, -1.090565883535696 51.0569954563132, -0.9888225000963796 51.10637838063719, -1.011401979348446 51.19237977433791, -1.136098915396784 51.22904376121591))"
465,85195987fffffff,472348.97222222225,421500.0,136036504,288,"POLYGON ((-0.9888225000963796 51.10637838063719, -1.090565883535696 51.0569954563132, -1.067906915864959 50.97089174912479, -0.9438767347859124 50.93421707452001, -0.8423483509129407 50.98354753068278, -0.86463515670628 51.06960496256643, -0.9888225000963796 51.10637838063719))"
466,8519598bfffffff,589249.8070175438,492000.0,302285151,513,"POLYGON ((-1.363103349581479 51.2160621472692, -1.46503412944339 51.16637140847241, -1.441706176742335 51.08028037353338, -1.316821834289753 51.04392420021549, -1.215103233804287 51.09356103490692, -1.238056788171675 51.17960777748152, -1.363103349581479 51.2160621472692))"
467,8519598ffffffff,485044.21461187216,355000.0,106224683,219,"POLYGON ((-1.215103233804287 51.09356103490692, -1.316821834289753 51.04392420021549, -1.293790361221745 50.95777526900845, -1.169412791364055 50.9213082285312, -1.067906915864959 50.97089174912479, -1.090565883535696 51.0569954563132, -1.215103233804287 51.09356103490692))"
468,85195993fffffff,321944.0651056539,273000.0,563724058,1751,"POLYGON ((-1.056775786461007 51.36422214981745, -1.1589736468172 51.31498760012552, -1.136098915396784 51.22904376121591, -1.011401979348446 51.19237977433791, -0.9094203863858598 51.24156151750651, -0.9319194673521535 51.32745988479783, -1.056775786461007 51.36422214981745))"
469,85195997fffffff,462652.9268292683,380000.0,379375400,820,"POLYGON ((-0.9094203863858598 51.24156151750651, -1.011401979348446 51.19237977433791, -0.9888225000963796 51.10637838063719, -0.86463515670628 51.06960496256643, -0.7628703323722804 51.11873449658457, -0.7850760944822384 51.20468949014294, -0.9094203863858598 51.24156151750651))"
470,8519599bfffffff,415836.1930501931,372500.0,107701574,259,"POLYGON ((-1.284182243903205 51.3515400405845, -1.386354069114258 51.30205040126001, -1.363103349581479 51.2160621472692, -1.238056788171675 51.17960777748152, -1.136098915396784 51.22904376121591, -1.1589736468172 51.31498760012552, -1.284182243903205 51.3515400405845))"
471,851959a3fffffff,775616.914893617,375000.0,36453995,47,"POLYGON ((-0.921509792541089 50.84805792302832, -1.022802424006473 50.79852713139788, -1.000356244557907 50.71226698692566, -0.876986163179601 50.6755845345162, -0.7759072687182568 50.72506317739023, -0.7979847295550638 50.81127625659041, -0.921509792541089 50.84805792302832))"
472,851959abfffffff,220643.38687782804,187000.0,195048754,884,"POLYGON ((-1.146675237070181 50.83510292870929, -1.247944306206676 50.78531940500812, -1.225129059078531 50.69901324135018, -1.101413811755119 50.66253645479342, -1.000356244557907 50.71226698692566, -1.022802424006473 50.79852713139788, -1.146675237070181 50.83510292870929))"
