,H3_cell,mean_price,median_price,total_paid,count,geometry
553,85195c2bfffffff,243937.3503875969,220000.0,314679182,1290,"POLYGON ((-2.032200025846769 52.35268956444865, -2.13614890380459 52.30327182120594, -2.111208324596382 52.21788122281217, -1.982709717308258 52.18194705916281, -1.878974672755435 52.23130788453609, -1.903524361830243 52.31665961042929, -2.032200025846769 52.35268956444865))"
554,85195c2ffffffff,316987.6520912548,275000.0,166735505,526,"POLYGON ((-1.878974672755435 52.23130788453609, -1.982709717308258 52.18194705916281, -1.958083720125086 52.09648763376625, -1.830111588741902 52.06042870859474, -1.726591068676344 52.10973325363767, -1.750828122726089 52.19515282473624, -1.878974672755435 52.23130788453609))"
555,85195c33fffffff,309653.85874043556,243000.0,526101906,1699,"POLYGON ((-1.719768577693418 52.50001226681744, -1.824009311984325 52.45105986790254, -1.799536874022215 52.3658164964682, -1.671216051943725 52.32956540735485, -1.567193576417674 52.37846194667599, -1.591273638540573 52.46366525374796, -1.719768577693418 52.50001226681744))"
556,85195c37fffffff,362173.8439490446,305000.0,454890348,1256,"POLYGON ((-1.567193576417674 52.37846194667599, -1.671216051943725 52.32956540735485, -1.647057018975644 52.24425364171531, -1.519265875724742 52.20787927927604, -1.415462302517739 52.25672060485973, -1.43923095193712 52.3419913272584, -1.567193576417674 52.37846194667599))"
557,85195c3bfffffff,243522.89841888673,204950.0,1124345222,4617,"POLYGON ((-1.952861899307601 52.48718551133269, -2.057065088611354 52.43797191215002, -2.032200025846769 52.35268956444865, -1.903524361830243 52.31665961042929, -1.799536874022215 52.3658164964682, -1.824009311984325 52.45105986790254, -1.952861899307601 52.48718551133269))"
558,85195c43fffffff,241057.83726415093,195000.0,102208523,424,"POLYGON ((-2.653614663739181 52.83621239641138, -2.758411344950889 52.78656051554835, -2.732184904915941 52.7014606583999, -2.601560361660448 52.66604736878442, -2.496974438363696 52.71563973643661, -2.522802228639291 52.80070471982062, -2.653614663739181 52.83621239641138))"
559,85195c47fffffff,197994.1422505308,169000.0,279765723,1413,"POLYGON ((-2.496974438363696 52.71563973643661, -2.601560361660448 52.66604736878442, -2.575659550697556 52.58087250509975, -2.445569467729212 52.54532570758602, -2.341195119007876 52.59485921748681, -2.366699215035699 52.67999819706372, -2.496974438363696 52.71563973643661))"
560,85195c4bfffffff,263567.06074766355,229997.5,169210053,642,"POLYGON ((-2.889572307195952 52.82183809200409, -2.994316019403066 52.77192151538873, -2.967690836481212 52.68678789603714, -2.836720600875577 52.65160442776148, -2.732184904915941 52.7014606583999, -2.758411344950889 52.78656051554835, -2.889572307195952 52.82183809200409))"
561,85195c4ffffffff,254996.76150627615,220000.0,60944226,239,"POLYGON ((-2.732184904915941 52.7014606583999, -2.836720600875577 52.65160442776148, -2.810422955437865 52.56639478682962, -2.679986373412196 52.53107596751697, -2.575659550697556 52.58087250509975, -2.601560361660448 52.66604736878442, -2.732184904915941 52.7014606583999))"
562,85195c53fffffff,242838.26457399104,199950.0,54152933,223,"POLYGON ((-2.574710409127166 52.97064882258873, -2.679768956259296 52.92120183809545, -2.653614663739181 52.83621239641138, -2.522802228639291 52.80070471982062, -2.41795634008153 52.85009236907748, -2.44371015967849 52.93504684223445, -2.574710409127166 52.97064882258873))"
563,85195c57fffffff,234075.56880733944,187500.0,102056948,436,"POLYGON ((-2.41795634008153 52.85009236907748, -2.522802228639291 52.80070471982062, -2.496974438363696 52.71563973643661, -2.366699215035699 52.67999819706372, -2.262066793810958 52.72932717331691, -2.287496068364392 52.81435617554106, -2.41795634008153 52.85009236907748))"
564,85195c5bfffffff,230045.6794871795,197500.0,35887126,156,"POLYGON ((-2.811120590532202 52.95657344388199, -2.916127180196698 52.90686139006704, -2.889572307195952 52.82183809200409, -2.758411344950889 52.78656051554835, -2.653614663739181 52.83621239641138, -2.679768956259296 52.92120183809545, -2.811120590532202 52.95657344388199))"
565,85195c63fffffff,261366.30654761905,202250.0,87819079,336,"POLYGON ((-2.419991498669475 52.46007738690155, -2.524108623770943 52.41033989367833, -2.498457721012523 52.32498287621548, -2.369082639364718 52.28939995494986, -2.265176004177107 52.33907904820262, -2.290433901645512 52.42439927941682, -2.419991498669475 52.46007738690155))"
566,85195c67fffffff,260384.55896720168,223625.0,373131073,1433,"POLYGON ((-2.265176004177107 52.33907904820262, -2.369082639364718 52.28939995494986, -2.343750974785648 52.20397157642808, -2.214903709080873 52.16825988952684, -2.111208324596382 52.21788122281217, -2.13614890380459 52.30327182120594, -2.265176004177107 52.33907904820262))"
567,85195c6bfffffff,246433.51351351352,220000.0,45590200,185,"POLYGON ((-2.654013482553954 52.44579186155691, -2.758082068270325 52.39579171052955, -2.732038029192461 52.31039900844115, -2.602318470405376 52.27504195803638, -2.498457721012523 52.32498287621548, -2.524108623770943 52.41033989367833, -2.654013482553954 52.44579186155691))"
568,85195c6ffffffff,337341.6198347107,262500.0,40818336,121,"POLYGON ((-2.498457721012523 52.32498287621548, -2.602318470405376 52.27504195803638, -2.57659556425369 52.18957689623021, -2.447403087871626 52.15408925340471, -2.343750974785648 52.20397157642808, -2.369082639364718 52.28939995494986, -2.498457721012523 52.32498287621548))"
569,85195c73fffffff,280182.2631578947,235000.0,69205019,247,"POLYGON ((-2.341195119007876 52.59485921748681, -2.445569467729212 52.54532570758602, -2.419991498669475 52.46007738690155, -2.290433901645512 52.42439927941682, -2.186271911927145 52.47387458266211, -2.211455104544838 52.5590860159768, -2.341195119007876 52.59485921748681))"
570,85195c77fffffff,261003.60660247592,220000.0,379499244,1454,"POLYGON ((-2.186271911927145 52.47387458266211, -2.290433901645512 52.42439927941682, -2.265176004177107 52.33907904820262, -2.13614890380459 52.30327182120594, -2.032200025846769 52.35268956444865, -2.057065088611354 52.43797191215002, -2.186271911927145 52.47387458266211))"
571,85195c7bfffffff,378391.3043478261,340000.0,8703000,23,"POLYGON ((-2.575659550697556 52.58087250509975, -2.679986373412196 52.53107596751697, -2.654013482553954 52.44579186155691, -2.524108623770943 52.41033989367833, -2.419991498669475 52.46007738690155, -2.445569467729212 52.54532570758602, -2.575659550697556 52.58087250509975))"
572,85195c83fffffff,231338.73870967742,207750.0,215145027,930,"POLYGON ((-1.632175700375589 53.02202169670242, -1.7374043267498 52.97363005372058, -1.712850869674135 52.88878711619671, -1.583468397182126 52.85237501027599, -1.478463099128578 52.90071074108829, -1.502616923139899 52.98551430510751, -1.632175700375589 53.02202169670242))"
573,85195c87fffffff,251410.0278969957,215000.0,234314146,932,"POLYGON ((-1.478463099128578 52.90071074108829, -1.583468397182126 52.85237501027599, -1.559233460117847 52.76746055190655, -1.430390785895571 52.73092200707801, -1.325609462670452 52.77920249606426, -1.349446824315421 52.86407658845413, -1.478463099128578 52.90071074108829))"
574,85195c8bfffffff,265479.898245614,210000.0,75661771,285,"POLYGON ((-1.867328758561406 53.00991353295552, -1.972520507003553 52.96125883149254, -1.947567145969236 52.87637761485581, -1.817821906860356 52.84018919309074, -1.712850869674135 52.88878711619671, -1.7374043267498 52.97363005372058, -1.867328758561406 53.00991353295552))"
575,85195c8ffffffff,216710.1848617176,189000.0,297759794,1374,"POLYGON ((-1.712850869674135 52.88878711619671, -1.817821906860356 52.84018919309074, -1.793189099202809 52.75523545792735, -1.663983099089348 52.71891873856535, -1.559233460117847 52.76746055190655, -1.583468397182126 52.85237501027599, -1.712850869674135 52.88878711619671))"
576,85195c93fffffff,261294.04918032786,215000.0,127511496,488,"POLYGON ((-1.551161789070745 53.15493806844753, -1.656648825419849 53.10675321980978, -1.632175700375589 53.02202169670242, -1.502616923139899 52.98551430510751, -1.397355161010309 53.03364343744121, -1.421426883611966 53.11833549200201, -1.551161789070745 53.15493806844753))"
577,85195c97fffffff,200113.55202156334,163000.0,371210639,1855,"POLYGON ((-1.397355161010309 53.03364343744121, -1.502616923139899 52.98551430510751, -1.478463099128578 52.90071074108829, -1.349446824315421 52.86407658845413, -1.244410973391312 52.91215068140954, -1.268165475392686 52.99691378235406, -1.397355161010309 53.03364343744121))"
578,85195c9bfffffff,343948.92156862747,284995.0,52624185,153,"POLYGON ((-1.786752295879779 53.14313166015826, -1.892203572790262 53.09468342978071, -1.867328758561406 53.00991353295552, -1.7374043267498 52.97363005372058, -1.632175700375589 53.02202169670242, -1.656648825419849 53.10675321980978, -1.786752295879779 53.14313166015826))"
579,85195ca3fffffff,237698.0945083014,205000.0,372235216,1566,"POLYGON ((-1.40647155042168 52.64593754457545, -1.510999135355268 52.59745117723141, -1.486999002739024 52.51235697385719, -1.358865073406367 52.47579020723457, -1.254560167769016 52.52422178745219, -1.278166501265844 52.60927474056298, -1.40647155042168 52.64593754457545))"
580,85195ca7fffffff,257514.6865079365,229950.0,194681103,756,"POLYGON ((-1.254560167769016 52.52422178745219, -1.358865073406367 52.47579020723457, -1.335177099362373 52.39062804781463, -1.207575977813601 52.35393951538369, -1.103494346730036 52.40231696237898, -1.126790558976475 52.48743689580759, -1.254560167769016 52.52422178745219))"
581,85195cabfffffff,209612.89655172414,185000.0,218835864,1044,"POLYGON ((-1.639668028101467 52.63389400887502, -1.744162812623916 52.58514663685296, -1.719768577693418 52.50001226681744, -1.591273638540573 52.46366525374796, -1.486999002739024 52.51235697385719, -1.510999135355268 52.59745117723141, -1.639668028101467 52.63389400887502))"
582,85195caffffffff,206813.52767920512,177115.0,582800521,2818,"POLYGON ((-1.486999002739024 52.51235697385719, -1.591273638540573 52.46366525374796, -1.567193576417674 52.37846194667599, -1.43923095193712 52.3419913272584, -1.335177099362373 52.39062804781463, -1.358865073406367 52.47579020723457, -1.486999002739024 52.51235697385719))"
583,85195cb3fffffff,251912.6811594203,212500.0,312875550,1242,"POLYGON ((-1.325609462670452 52.77920249606426, -1.430390785895571 52.73092200707801, -1.40647155042168 52.64593754457545, -1.278166501265844 52.60927474056298, -1.173609768677685 52.65750065311151, -1.197133487502086 52.74244376450162, -1.325609462670452 52.77920249606426))"
584,85195cb7fffffff,240307.9577039275,197000.0,715877406,2979,"POLYGON ((-1.173609768677685 52.65750065311151, -1.278166501265844 52.60927474056298, -1.254560167769016 52.52422178745219, -1.126790558976475 52.48743689580759, -1.022459002705179 52.53560889228181, -1.045671879057764 52.6206195165182, -1.173609768677685 52.65750065311151))"
585,85195cbbfffffff,277766.4730077121,230000.0,108051158,389,"POLYGON ((-1.559233460117847 52.76746055190655, -1.663983099089348 52.71891873856535, -1.639668028101467 52.63389400887502, -1.510999135355268 52.59745117723141, -1.40647155042168 52.64593754457545, -1.430390785895571 52.73092200707801, -1.559233460117847 52.76746055190655))"
586,85195cc3fffffff,146292.19170984457,125000.0,451750288,3088,"POLYGON ((-2.258913912520881 53.11804917264136, -2.364282329777511 53.06907257369003, -2.338603440133546 52.98422923261157, -2.207958220274156 52.94839847250938, -2.102807103746031 52.99731676245434, -2.128083853175715 53.08212393345617, -2.258913912520881 53.11804917264136))"
587,85195cc7fffffff,209207.0,174975.0,151465868,724,"POLYGON ((-2.102807103746031 52.99731676245434, -2.207958220274156 52.94839847250938, -2.182604724828831 52.86348007582236, -2.052500202133988 52.82751696264519, -1.947567145969236 52.87637761485581, -1.972520507003553 52.96125883149254, -2.102807103746031 52.99731676245434))"
588,85195ccbfffffff,246842.55277777778,210900.0,177726638,720,"POLYGON ((-2.495470307836516 53.10476877472903, -2.600791602731249 53.05552722524074, -2.574710409127166 52.97064882258873, -2.44371015967849 52.93504684223445, -2.338603440133546 52.98422923261157, -2.364282329777511 53.06907257369003, -2.495470307836516 53.10476877472903))"
589,85195ccffffffff,326086.75132275134,297000.0,61630396,189,"POLYGON ((-2.338603440133546 52.98422923261157, -2.44371015967849 52.93504684223445, -2.41795634008153 52.85009236907748, -2.287496068364392 52.81435617554106, -2.182604724828831 52.86348007582236, -2.207958220274156 52.94839847250938, -2.338603440133546 52.98422923261157))"
590,85195cd3fffffff,231532.62248322146,209247.5,137993443,596,"POLYGON ((-2.178885920929027 53.25155105071479, -2.284516903570063 53.20278076783952, -2.258913912520881 53.11804917264136, -2.128083853175715 53.08212393345617, -2.022672112149568 53.1308360866181, -2.04787113929919 53.21553141979761, -2.178885920929027 53.25155105071479))"
591,85195cd7fffffff,199853.11586452762,170000.0,112117598,561,"POLYGON ((-2.022672112149568 53.1308360866181, -2.128083853175715 53.08212393345617, -2.102807103746031 52.99731676245434, -1.972520507003553 52.96125883149254, -1.867328758561406 53.00991353295552, -1.892203572790262 53.09468342978071, -2.022672112149568 53.1308360866181))"
592,85195cdbfffffff,235788.51458137349,189995.0,250643191,1063,"POLYGON ((-2.415892516123765 53.23857110663445, -2.521477441748725 53.18953552286989, -2.495470307836516 53.10476877472903, -2.364282329777511 53.06907257369003, -2.258913912520881 53.11804917264136, -2.284516903570063 53.20278076783952, -2.415892516123765 53.23857110663445))"
593,85195d03fffffff,401136.98080614203,337000.0,208992367,521,"POLYGON ((-0.9652821944635459 51.89038724344773, -1.068425494087974 51.84170773277788, -1.045492856005006 51.75613761452843, -0.9197993329696588 51.71929171949973, -0.8168772178797399 51.76791855069202, -0.8394274508638296 51.85344378349767, -0.9652821944635459 51.89038724344773))"
594,85195d07fffffff,459722.68997669,370000.0,394442068,858,"POLYGON ((-0.8168772178797399 51.76791855069202, -0.9197993329696588 51.71929171949973, -0.8971665777932437 51.63366080230471, -0.7719921336572456 51.59670237257262, -0.6692917033310195 51.64527714524333, -0.6915440485415046 51.73086223491185, -0.8168772178797399 51.76791855069202))"
595,85195d0bfffffff,507935.7497005988,400000.0,424126351,835,"POLYGON ((-1.194640236362855 51.87843896218677, -1.29775839140753 51.82950253546218, -1.274442986838768 51.74388859379757, -1.14839219288308 51.70725472844418, -1.045492856005006 51.75613761452843, -1.068425494087974 51.84170773277788, -1.194640236362855 51.87843896218677))"
596,85195d0ffffffff,488008.2768361582,425000.0,86377465,177,"POLYGON ((-1.045492856005006 51.75613761452843, -1.14839219288308 51.70725472844418, -1.12537864549092 51.62157904038948, -0.9998465593344867 51.58483083706424, -0.8971665777932437 51.63366080230471, -0.9197993329696588 51.71929171949973, -1.045492856005006 51.75613761452843))"
597,85195d13fffffff,413312.2055555555,352500.0,74396197,180,"POLYGON ((-0.8847449914145082 52.02432670117967, -0.9881329832427216 51.97585111454219, -0.9652821944635459 51.89038724344773, -0.8394274508638296 51.85344378349767, -0.7362624870456203 51.9018669302762, -0.7587292521247898 51.98728580328863, -0.8847449914145082 52.02432670117967))"
598,85195d17fffffff,391976.3025114155,340000.0,343371241,876,"POLYGON ((-0.7362624870456203 51.9018669302762, -0.8394274508638296 51.85344378349767, -0.8168772178797399 51.76791855069202, -0.6915440485415046 51.73086223491185, -0.5886026033246543 51.77923356900056, -0.6107708287559035 51.86471285963678, -0.7362624870456203 51.9018669302762))"
599,85195d1bfffffff,366320.81666666665,330000.0,197813241,540,"POLYGON ((-1.114511469187696 52.01267958543637, -1.21787542551618 51.96394676922824, -1.194640236362855 51.87843896218677, -1.068425494087974 51.84170773277788, -0.9652821944635459 51.89038724344773, -0.9881329832427216 51.97585111454219, -1.114511469187696 52.01267958543637))"
600,85195d23fffffff,470149.52712477394,363750.0,519985377,1106,"POLYGON ((-0.7496566114764579 51.51101216519713, -0.852116728004616 51.46223450605052, -0.8296989633279678 51.37643987016994, -0.7051979449169924 51.33946936801242, -0.6029581760975884 51.38819533071076, -0.6249990968896715 51.47394332305041, -0.7496566114764579 51.51101216519713))"
601,85195d27fffffff,525347.4926326129,435000.0,1069607495,2036,"POLYGON ((-0.6029581760975884 51.38819533071076, -0.7051979449169924 51.33946936801242, -0.6830741417701374 51.25361752359757, -0.5590854654875249 51.21653904327868, -0.4570665005987207 51.26521391401484, -0.4788154332606211 51.35101818970246, -0.6029581760975884 51.38819533071076))"
602,85195d2bfffffff,399583.72811594204,350000.0,689281931,1725,"POLYGON ((-0.9771322192501992 51.49909491877849, -1.079570782528996 51.45006237798371, -1.056775786461007 51.36422214981745, -0.9319194673521535 51.32745988479783, -0.8296989633279678 51.37643987016994, -0.852116728004616 51.46223450605052, -0.9771322192501992 51.49909491877849))"
603,85195d2ffffffff,393131.4940431869,350000.0,1055951193,2686,"POLYGON ((-0.8296989633279678 51.37643987016994, -0.9319194673521535 51.32745988479783, -0.9094203863858598 51.24156151750651, -0.7850760944822384 51.20468949014294, -0.6830741417701374 51.25361752359757, -0.7051979449169924 51.33946936801242, -0.8296989633279678 51.37643987016994))"
604,85195d33fffffff,546273.3440298508,375000.0,732006281,1340,"POLYGON ((-0.6692917033310195 51.64527714524333, -0.7719921336572456 51.59670237257262, -0.7496566114764579 51.51101216519713, -0.6249990968896715 51.47394332305041, -0.5225208244740319 51.52246665299311, -0.5444779313433011 51.60811009819862, -0.6692917033310195 51.64527714524333))"
605,85195d37fffffff,445384.4342942718,380000.0,1189621824,2671,"POLYGON ((-0.5225208244740319 51.52246665299311, -0.6249990968896715 51.47394332305041, -0.6029581760975884 51.38819533071076, -0.4788154332606211 51.35101818970246, -0.3765597653324577 51.39949068749302, -0.3982242646620345 51.48519099048239, -0.5225208244740319 51.52246665299311))"
606,85195d3bfffffff,730437.4731182796,580000.0,271722740,372,"POLYGON ((-0.8971665777932437 51.63366080230471, -0.9998465593344867 51.58483083706424, -0.9771322192501992 51.49909491877849, -0.852116728004616 51.46223450605052, -0.7496566114764579 51.51101216519713, -0.7719921336572456 51.59670237257262, -0.8971665777932437 51.63366080230471))"
607,85195d43fffffff,476439.152284264,385000.0,93858513,197,"POLYGON ((-1.575044434416188 51.98796937131242, -1.678349768929627 51.9387204737266, -1.654344796003053 51.85312800189318, -1.527419513667496 51.81682604752331, -1.424329996292339 51.86601992578996, -1.447949925814714 51.95157060143502, -1.575044434416188 51.98796937131242))"
608,85195d47fffffff,415026.07272727275,350000.0,296743642,715,"POLYGON ((-1.424329996292339 51.86601992578996, -1.527419513667496 51.81682604752331, -1.503721017668956 51.73116934964108, -1.377316084435605 51.69474911151431, -1.274442986838768 51.74388859379757, -1.29775839140753 51.82950253546218, -1.424329996292339 51.86601992578996))"
609,85195d4bfffffff,468163.5789473684,399000.0,71160864,152,"POLYGON ((-1.805797454551792 51.97490199314513, -1.90906817856244 51.92539427771086, -1.884677896426416 51.83976108703744, -1.757402170538018 51.80367615348803, -1.654344796003053 51.85312800189318, -1.678349768929627 51.9387204737266, -1.805797454551792 51.97490199314513))"
610,85195d4ffffffff,369970.0410447761,300000.0,99151971,268,"POLYGON ((-1.654344796003053 51.85312800189318, -1.757402170538018 51.80367615348803, -1.73332029488248 51.71797777161844, -1.60656440254101 51.6817727465481, -1.503721017668956 51.73116934964108, -1.527419513667496 51.81682604752331, -1.654344796003053 51.85312800189318))"
611,85195d53fffffff,416209.10505836573,330000.0,106965740,257,"POLYGON ((-1.495417507223351 52.12250064517041, -1.598971574510057 52.0734552578906, -1.575044434416188 51.98796937131242, -1.447949925814714 51.95157060143502, -1.344613517787291 52.00056119358329, -1.36815394436994 52.08600517370839, -1.495417507223351 52.12250064517041))"
612,85195d57fffffff,455724.26704545453,400000.0,80207471,176,"POLYGON ((-1.344613517787291 52.00056119358329, -1.447949925814714 51.95157060143502, -1.424329996292339 51.86601992578996, -1.29775839140753 51.82950253546218, -1.194640236362855 51.87843896218677, -1.21787542551618 51.96394676922824, -1.344613517787291 52.00056119358329))"
613,85195d5bfffffff,448815.92237442924,333000.0,98290687,219,"POLYGON ((-1.726591068676344 52.10973325363767, -1.830111588741902 52.06042870859474, -1.805797454551792 51.97490199314513, -1.678349768929627 51.9387204737266, -1.575044434416188 51.98796937131242, -1.598971574510057 52.0734552578906, -1.726591068676344 52.10973325363767))"
614,85195d63fffffff,527282.4358974359,405000.0,41128030,78,"POLYGON ((-1.353921398507831 51.60902971453035, -1.456550182348968 51.55968773977725, -1.433077140644291 51.47386357474315, -1.307354823670968 51.43742480446389, -1.204941223929923 51.48671276304034, -1.228034749089149 51.57249333562054, -1.353921398507831 51.60902971453035))"
615,85195d67fffffff,426456.0268817204,333750.0,158641642,372,"POLYGON ((-1.204941223929923 51.48671276304034, -1.307354823670968 51.43742480446389, -1.284182243903205 51.3515400405845, -1.1589736468172 51.31498760012552, -1.056775786461007 51.36422214981745, -1.079570782528996 51.45006237798371, -1.204941223929923 51.48671276304034))"
616,85195d6bfffffff,421701.3582089552,372500.0,28253991,67,"POLYGON ((-1.582788267964706 51.59601070769529, -1.68538627818503 51.54641194921835, -1.661533424435819 51.46054525866226, -1.535462354226547 51.42431967877565, -1.433077140644291 51.47386357474315, -1.456550182348968 51.55968773977725, -1.582788267964706 51.59601070769529))"
617,85195d6ffffffff,452229.7123287671,345750.0,132051076,292,"POLYGON ((-1.433077140644291 51.47386357474315, -1.535462354226547 51.42431967877565, -1.511911873922823 51.33839144094197, -1.386354069114258 51.30205040126001, -1.284182243903205 51.3515400405845, -1.307354823670968 51.43742480446389, -1.433077140644291 51.47386357474315))"
618,85195d73fffffff,379510.0177935943,330000.0,426569260,1124,"POLYGON ((-1.274442986838768 51.74388859379757, -1.377316084435605 51.69474911151431, -1.353921398507831 51.60902971453035, -1.228034749089149 51.57249333562054, -1.12537864549092 51.62157904038948, -1.14839219288308 51.70725472844418, -1.274442986838768 51.74388859379757))"
619,85195d77fffffff,555147.782122905,440000.0,198742906,358,"POLYGON ((-1.12537864549092 51.62157904038948, -1.228034749089149 51.57249333562054, -1.204941223929923 51.48671276304034, -1.079570782528996 51.45006237798371, -0.9771322192501992 51.49909491877849, -0.9998465593344867 51.58483083706424, -1.12537864549092 51.62157904038948))"
620,85195d7bfffffff,383661.47339449544,325000.0,209095503,545,"POLYGON ((-1.503721017668956 51.73116934964108, -1.60656440254101 51.6817727465481, -1.582788267964706 51.59601070769529, -1.456550182348968 51.55968773977725, -1.353921398507831 51.60902971453035, -1.377316084435605 51.69474911151431, -1.503721017668956 51.73116934964108))"
621,85195d83fffffff,335497.18764044944,295000.0,298592497,890,"POLYGON ((-0.5740502614098234 52.16883072825909, -0.6777030675250082 52.12081656907242, -0.6553207245594808 52.03550472338011, -0.5296708222538258 51.9982530292845, -0.4262452450571851 52.04621586229054, -0.4482423688320462 52.13148154230639, -0.5740502614098234 52.16883072825909))"
622,85195d87fffffff,346148.4713286713,277000.0,247496157,715,"POLYGON ((-0.4262452450571851 52.04621586229054, -0.5296708222538258 51.9982530292845, -0.5075876678117863 51.91288021114631, -0.3824621317188309 51.87551716062976, -0.2792642267932731 51.92342930173213, -0.3009642197493146 52.00875501367884, -0.4262452450571851 52.04621586229054))"
623,85195d8bfffffff,336261.3182414698,290000.0,512462249,1524,"POLYGON ((-0.8038795689468916 52.15795477774421, -0.9075129823734213 52.10968365568196, -0.8847449914145082 52.02432670117967, -0.7587292521247898 51.98728580328863, -0.6553207245594808 52.03550472338011, -0.6777030675250082 52.12081656907242, -0.8038795689468916 52.15795477774421))"
624,85195d8ffffffff,330072.7702182285,295000.0,257126688,779,"POLYGON ((-0.6553207245594808 52.03550472338011, -0.7587292521247898 51.98728580328863, -0.7362624870456203 51.9018669302762, -0.6107708287559035 51.86471285963678, -0.5075876678117863 51.91288021114631, -0.5296708222538258 51.9982530292845, -0.6553207245594808 52.03550472338011))"
625,85195d93fffffff,324004.882183908,270000.0,112753699,348,"POLYGON ((-0.492449420292738 52.30184375904422, -0.5963472194882146 52.25403488696227, -0.5740502614098234 52.16883072825909, -0.4482423688320462 52.13148154230639, -0.3445736752255295 52.17923932892045, -0.3664838001200789 52.26439721301157, -0.492449420292738 52.30184375904422))"
626,85195d97fffffff,363175.47777777776,305000.0,163428965,450,"POLYGON ((-0.3445736752255295 52.17923932892045, -0.4482423688320462 52.13148154230639, -0.4262452450571851 52.04621586229054, -0.3009642197493146 52.00875501367884, -0.1975250647611447 52.05646235527439, -0.2191374344592494 52.1416808182628, -0.3445736752255295 52.17923932892045))"
627,85195d9bfffffff,330747.32635983266,280000.0,79048611,239,"POLYGON ((-0.7226842406761146 52.29127027909271, -0.8265638049775317 52.24320415411095, -0.8038795689468916 52.15795477774421, -0.6777030675250082 52.12081656907242, -0.5740502614098234 52.16883072825909, -0.5963472194882146 52.25403488696227, -0.7226842406761146 52.29127027909271))"
